timestamp,price,market_cap,volume
2025-10-13 18:00:00,115222.28302116522,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-14 18:00:00,113156.56943826913,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-15 18:00:00,110708.66960879423,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-16 18:00:00,108076.72862033188,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-17 18:00:00,106443.61194984635,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-18 18:00:00,107156.00337647724,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-19 18:00:00,108621.134857428,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-20 18:00:00,110608.5714932665,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-21 18:00:00,108486.10262716639,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-22 18:00:00,107618.4266715404,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-23 18:00:00,110048.51827291629,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
